,typ,iLTs,ACR,net_delay,mouse_clicks,subject
359,map,1556718606752,3,1500ms,"-9:Down:1556718567580:103:159:0,up:1556718567723:103-159:0,up:1556718569467:103-159:0,up:1556718573243:175-193:0,up:1556718578771:100-77:0,up:1556718580307:100-77:0,up:1556718581739:100-77:0,up:1556718582467:100-77:0,up:1556718582643:100-77:0,-9:Down:1556718583252:777:512:0,up:1556718583611:660-398:0,-9:Down:1556718584492:645:356:0,up:1556718584891:509-374:0,-9:Down:1556718585403:570:306:0,up:1556718585837:296-144:0,-9:Down:1556718586196:367:176:0,up:1556718586572:889-675:0,-9:Down:1556718587236:867:423:0,up:1556718587692:852-290:0,-9:Down:1556718588307:765:563:0,up:1556718588676:708-343:0,-9:Down:1556718589028:803:316:0,up:1556718589316:677-647:0,-9:Down:1556718589619:787:190:0,up:1556718589989:664-601:0,-9:Down:1556718590540:750:337:0,up:1556718590996:534-584:0,-9:Down:1556718591555:693:573:0,up:1556718592012:556-405:0,-9:Down:1556718592524:609:413:0,up:1556718593179:582-585:0,-9:Down:1556718593467:649:428:0,up:1556718593955:600-483:0,-9:Down:1556718594179:471:549:0,up:1556718594596:807-234:0,-9:Down:1556718594908:696:533:0,up:1556718595411:892-260:0,-9:Down:1556718595707:780:541:0,up:1556718597076:879-641:0,-9:Down:1556718597411:959:515:0,up:1556718597828:683-721:0,-9:Down:1556718598245:879:442:0,up:1556718598716:766-594:0,-9:Down:1556718599747:698:579:0,up:1556718600172:647-631:0,-9:Down:1556718600748:585:605:0,up:1556718601284:678-499:0,up:1556718602835:100-113:0,-9:Down:1556718604595:605:494:0,up:1556718605491:578-404:0,up:1556718606507:95-115:0,-9:Down:1556718611292:606:785:0,up:1556718611450:606-785:0,-9:Down:1556718613739:582:719:0,up:1556718613843:582-719:0,-9:Down:1556718614451:650:823:0,up:1556718614595:650-823:0",22
360,map,1556718650798:10791,3,1100ms,"-9:Down:1556718618333:100:157:0,up:1556718618491:100-157:0,up:1556718619194:147-159:0,-9:Down:1556718621372:147:177:0,up:1556718621460:147-177:0,-9:Down:1556718622045:71:155:0,up:1556718622100:71-155:0,-9:Down:1556718622379:91:155:0,up:1556718622483:91-155:0,up:1556718623186:129-152:0,up:1556718625386:163-188:0,up:1556718633875:100-89:0,up:1556718634355:100-89:0,up:1556718634595:100-89:0,up:1556718634859:100-89:0,up:1556718635083:100-89:0,up:1556718635291:100-89:0,up:1556718635507:100-89:0,up:1556718635707:100-89:0,-9:Down:1556718636732:758:397:0,up:1556718637156:617-346:0,-9:Down:1556718637468:701:417:0,up:1556718637820:538-310:0,-9:Down:1556718639068:457:297:0,up:1556718639516:449-223:0,-9:Down:1556718639988:455:247:0,up:1556718640359:782-670:0,-9:Down:1556718641260:886:469:0,up:1556718641916:760-697:0,-9:Down:1556718642371:831:396:0,up:1556718643276:670-174:0,-9:Down:1556718643820:534:514:0,up:1556718644493:546-713:0,-9:Down:1556718644788:753:488:0,up:1556718645173:588-708:0,-9:Down:1556718645644:754:485:0,up:1556718646149:508-586:0,-9:Down:1556718646532:646:402:0,up:1556718646980:771-540:0,-9:Down:1556718648276:697:574:0,up:1556718648644:814-532:0,up:1556718649691:101-117:0,up:1556718650547:101-117:0,-9:Down:1556718652108:749:526:0,up:1556718652700:759-438:0,-9:Down:1556718654004:748:472:0,up:1556718655164:763-454:0,-9:Down:1556718657508:763:454:0,up:1556718658580:717-489:0,10791:Down:1556718662756:610:781:0,up:1556718662883:610-781:0,10791:Down:1556718663501:589:721:0,up:1556718663611:589-721:0,10791:Down:1556718664373:668:823:0,up:1556718665779:668-823:0",22
361,map,"1556718676992:4870,1556718685353:3118,1556718690102:1207,1556718693487:6,1556718693725:2449,1556718697749:138",4,600ms,"-9:Down:1556718668252:99:159:0,up:1556718668483:99-159:0,up:1556718669131:202-159:0,up:1556718671131:198-190:0,up:1556718676299:101-89:0,up:1556718676987:101-89:0,up:1556718677523:101-89:0,up:1556718678259:101-89:0,-9:Down:1556718681236:982:335:0,up:1556718681788:832-487:0,4870:Down:1556718683340:787:155:0,up:1556718683652:718-461:0,-9:Down:1556718684412:925:426:0,up:1556718684740:585-590:0,-9:Down:1556718685044:751:290:0,up:1556718685516:773-558:0,-9:Down:1556718686205:657:570:0,up:1556718686844:792-453:0,-9:Down:1556718687739:885:299:0,up:1556718688188:814-364:0,3118:Down:1556718689636:651:573:0,up:1556718690252:827-272:0,-9:Down:1556718691044:779:346:0,up:1556718691292:574-762:0,1207:Down:1556718691683:693:527:0,up:1556718692005:608-516:0,up:1556718693044:108-123:0,up:1556718693483:108-123:0,2449:Down:1556718696427:654:447:0,up:1556718697203:662-353:0,-9:Down:1556718697435:653:434:0,up:1556718697995:739-370:0,138:Down:1556718699397:584:714:0,up:1556718699546:584-714:0,138:Down:1556718700914:664:783:0,up:1556718701034:664-783:0,138:Down:1556718702219:643:824:0,up:1556718702650:643-824:0",22
362,sat,"1556718702850:484,1556718708486:592,1556718711489:1167,1556718718507:161,1556718719245:115,1556718722230:199,1556718723328:113,1556718724398:11,1556718727549:181,1556718727797:228,1556718728064:184,1556718728315:460,1556718730878:2,1556718733255:3,1556718734678:1,1556718735873:385,1556718739517:179,1556718739770:421,1556718740323:246,1556718740574:619,1556718743128:735,1556718744194:202",4,1ms,"484:Down:1556718705281:100:167:0,up:1556718705379:100-167:0,up:1556718706194:153-168:0,up:1556718708234:153-189:0,up:1556718710907:90-78:0,up:1556718711482:90-78:0,up:1556718711675:90-78:0,up:1556718711882:90-78:0,up:1556718712091:90-78:0,up:1556718712298:90-78:0,up:1556718712522:90-78:0,1167:Down:1556718717331:878:325:0,up:1556718718509:756-526:0,161:Down:1556718718924:898:461:0,up:1556718719691:693-518:0,115:Down:1556718720124:646:544:0,up:1556718720547:645-421:0,115:Down:1556718720796:785:364:0,up:1556718721619:712-643:0,115:Down:1556718721931:872:326:0,up:1556718722291:703-555:0,199:Down:1556718722941:824:409:0,up:1556718723763:735-565:0,113:Down:1556718724131:485:576:0,up:1556718724859:653-521:0,11:Down:1556718725243:795:429:0,up:1556718725555:685-563:0,11:Down:1556718725922:700:443:0,up:1556718726187:681-493:0,up:1556718727546:109-123:0,up:1556718728058:109-123:0,up:1556718730874:105-79:0,up:1556718733251:105-79:0,3:Down:1556718734443:579:534:0,up:1556718735107:652-187:0,1:Down:1556718735395:623:478:0,up:1556718736043:872-116:0,385:Down:1556718736883:872:116:0,up:1556718738483:798-489:0,up:1556718739514:97-117:0,up:1556718740306:97-117:0,619:Down:1556718741493:106:67:0,up:1556718741602:106-67:0,619:Down:1556718742026:106:67:0,up:1556718742114:106-67:0,up:1556718742578:101-85:0,up:1556718743114:101-85:0,735:Down:1556718743956:894:266:0,up:1556718744339:734-443:0,202:Down:1556718746091:672:786:0,up:1556718746170:672-786:0,202:Down:1556718747075:586:717:0,up:1556718747138:586-717:0,202:Down:1556718747659:624:830:0,up:1556718747794:624-830:0",22
363,sat,1556718823059,1,2000ms,"-9:Down:1556718752638:103:163:0,up:1556718752762:103-163:0,up:1556718753330:146-157:0,up:1556718753722:146-158:0,up:1556718769251:144-186:0,up:1556718774202:103-88:0,up:1556718775411:103-88:0,up:1556718777708:103-88:0,-9:Down:1556718781068:806:515:0,up:1556718781772:757-594:0,-9:Down:1556718782099:913:373:0,up:1556718782389:579-716:0,-9:Down:1556718782981:386:506:0,up:1556718783500:730-153:0,-9:Down:1556718784333:786:453:0,up:1556718784924:655-464:0,-9:Down:1556718785525:770:427:0,up:1556718785979:578-682:0,-9:Down:1556718786484:730:380:0,up:1556718786923:624-726:0,-9:Down:1556718787732:755:450:0,up:1556718788092:689-646:0,-9:Down:1556718789652:713:346:0,up:1556718790044:623-437:0,up:1556718790955:105-130:0,up:1556718792107:105-121:0,-9:Down:1556718792948:572:495:0,up:1556718793459:622-389:0,up:1556718798916:100-84:0,up:1556718801699:100-84:0,-9:Down:1556718804811:468:516:0,up:1556718805251:515-365:0,-9:Down:1556718805620:493:554:0,up:1556718806380:501-291:0,-9:Down:1556718807636:656:364:0,up:1556718808083:653-608:0,-9:Down:1556718808388:861:349:0,up:1556718808869:670-644:0,-9:Down:1556718809604:703:382:0,up:1556718810035:605-604:0,-9:Down:1556718810692:676:430:0,up:1556718811099:640-515:0,-9:Down:1556718814620:606:432:0,up:1556718815019:566-437:0,-9:Down:1556718816149:561:497:0,up:1556718816621:707-264:0,-9:Down:1556718816956:529:529:0,up:1556718817355:849-248:0,-9:Down:1556718817619:713:515:0,up:1556718818628:485-749:0,-9:Down:1556718818980:805:400:0,up:1556718819324:599-739:0,-9:Down:1556718820028:582:574:0,up:1556718821068:760-352:0,-9:Down:1556718821477:698:540:0,up:1556718821989:835-329:0,-9:Down:1556718822364:738:498:0,up:1556718824901:516-742:0,-9:Down:1556718825691:648:444:0,up:1556718826067:623-527:0,-9:Down:1556718828460:581:719:0,up:1556718828555:581-719:0,-9:Down:1556718829763:473:782:0,up:1556718829859:473-782:0,-9:Down:1556718830396:634:832:0,up:1556718830579:634-832:0",22
364,sat,"1556718830590:2645,1556718836488:2420,1556718840191:3321,1556718850800:814,1556718852748:808,1556718853602:818,1556718854954:1453,1556718858788:2588",4,200ms,"-9:Down:1556718833046:98:171:0,up:1556718833147:98-171:0,up:1556718833842:135-156:0,up:1556718836235:146-196:0,up:1556718839723:102-90:0,up:1556718840187:102-90:0,up:1556718840427:102-90:0,up:1556718840603:102-90:0,up:1556718841083:102-90:0,up:1556718841786:102-90:0,3321:Down:1556718846334:939:381:0,up:1556718849643:798-480:0,3321:Down:1556718850094:778:390:0,up:1556718851132:668-472:0,-9:Down:1556718851567:672:379:0,up:1556718852852:598-524:0,-9:Down:1556718853317:775:301:0,up:1556718853739:671-539:0,-9:Down:1556718854379:829:388:0,up:1556718855004:747-596:0,-9:Down:1556718855419:819:440:0,up:1556718855901:813-480:0,1453:Down:1556718856499:851:422:0,up:1556718856788:747-536:0,up:1556718857963:102-117:0,up:1556718858539:102-117:0,2588:Down:1556718865181:671:781:0,up:1556718865258:671-781:0,2588:Down:1556718865875:584:720:0,up:1556718865987:584-720:0,2588:Down:1556718866764:640:839:0,up:1556718866874:641-839:0",22
365,sat,1556718934942,1,1500ms,"-9:Down:1556718868021:108:159:0,up:1556718868115:108-159:0,up:1556718868643:192-167:0,up:1556718874979:192-184:0,up:1556718887939:100-83:0,up:1556718888164:100-83:0,up:1556718888363:100-83:0,up:1556718888540:100-83:0,up:1556718889075:100-83:0,up:1556718889427:100-83:0,up:1556718889579:100-83:0,-9:Down:1556718891748:792:433:0,up:1556718892300:613-462:0,-9:Down:1556718895477:646:393:0,up:1556718896172:436-484:0,-9:Down:1556718898924:523:394:0,up:1556718899300:457-606:0,-9:Down:1556718899708:816:235:0,up:1556718900131:643-620:0,-9:Down:1556718900468:698:309:0,up:1556718900956:658-449:0,-9:Down:1556718905012:601:513:0,up:1556718905452:592-569:0,-9:Down:1556718905996:572:527:0,up:1556718906788:1046-353:0,-9:Down:1556718908347:953:450:0,up:1556718908700:914-280:0,-9:Down:1556718910276:814:288:0,up:1556718910716:519-577:0,-9:Down:1556718910963:738:370:0,up:1556718911156:709-417:0,up:1556718912075:94-122:0,up:1556718912724:94-122:0,up:1556718920075:98-89:0,up:1556718921066:98-89:0,up:1556718922515:98-89:0,up:1556718923723:98-89:0,-9:Down:1556718924275:695:490:0,up:1556718924676:784-358:0,-9:Down:1556718925188:671:582:0,up:1556718925724:851-240:0,-9:Down:1556718926051:709:490:0,up:1556718926676:908-203:0,-9:Down:1556718927100:1060:210:0,up:1556718928076:717-645:0,-9:Down:1556718928340:831:391:0,up:1556718928701:676-683:0,-9:Down:1556718929307:683:551:0,up:1556718929812:747-463:0,-9:Down:1556718930702:670:338:0,up:1556718931396:649-446:0,-9:Down:1556718932877:635:532:0,up:1556718933436:761-82:0,-9:Down:1556718933723:713:336:0,up:1556718934124:835-22:0,-9:Down:1556718934659:729:504:0,up:1556718934988:811-401:0,-9:Down:1556718936084:472:782:0,up:1556718936147:472-782:0,-9:Down:1556718940106:587:720:0,up:1556718940210:587-720:0,-9:Down:1556718941244:663:819:0,up:1556718941347:663-819:0",22
366,sat,"1556718941359:1558,1556718946329:1369,1556718948470:1359,1556718950015:1850,1556718955190:450,1556718956034:485,1556718957303:783,1556718958270:567,1556718961871:785,1556718964262:679,1556718965092:347",4,110ms,"1558:Down:1556718943293:112:168:0,up:1556718943387:112-168:0,up:1556718944052:140-161:0,up:1556718946082:149-191:0,up:1556718948467:97-80:0,up:1556718950011:97-80:0,up:1556718950282:97-80:0,up:1556718950475:97-80:0,up:1556718950682:97-80:0,up:1556718951019:97-80:0,1850:Down:1556718953228:959:313:0,up:1556718953939:878-441:0,1850:Down:1556718954694:948:361:0,up:1556718955483:613-363:0,450:Down:1556718955779:688:316:0,up:1556718956131:735-582:0,485:Down:1556718957035:858:401:0,up:1556718957364:632-575:0,-9:Down:1556718957947:746:348:0,up:1556718958323:592-592:0,567:Down:1556718958974:650:378:0,up:1556718959308:738-499:0,567:Down:1556718959915:690:453:0,up:1556718960123:672-493:0,up:1556718961091:98-121:0,up:1556718961627:98-121:0,up:1556718964259:97-86:0,-9:Down:1556718964827:704:537:0,up:1556718965227:765-320:0,347:Down:1556718966195:660:781:0,up:1556718966258:660-781:0,347:Down:1556718966571:665:781:0,up:1556718966642:665-781:0,347:Down:1556718967227:589:715:0,up:1556718967330:589-715:0,347:Down:1556718968324:651:825:0,up:1556718969099:651-825:0",22
367,sat,"1556718969109:4856,1556718981610:6456,1556718988595:1637,1556718994529:1625,1556718999447",4,400ms,"-9:Down:1556718971821:104:171:0,up:1556718971931:104-171:0,up:1556718973050:119-160:0,up:1556718975355:137-185:0,up:1556718979419:107-83:0,up:1556718979930:107-83:0,up:1556718980155:107-83:0,up:1556718980379:107-83:0,up:1556718980571:107-83:0,-9:Down:1556718981283:713:389:0,up:1556718981691:414-504:0,-9:Down:1556718982748:412:504:0,up:1556718983163:518-450:0,-9:Down:1556718984555:618:520:0,up:1556718985059:725-432:0,-9:Down:1556718986092:725:432:0,up:1556718986731:659-556:0,-9:Down:1556718987803:825:447:0,up:1556718990019:512-678:0,1637:Down:1556718990661:647:437:0,up:1556718991051:621-674:0,-9:Down:1556718991700:794:383:0,up:1556718991963:640-691:0,-9:Down:1556718993443:665:358:0,up:1556718993851:654-436:0,-9:Down:1556718994235:541:539:0,up:1556718994611:694-391:0,-9:Down:1556718995659:672:777:0,up:1556718995762:672-777:0,1625:Down:1556718996430:668:783:0,up:1556718996522:668-783:0,1625:Down:1556718997363:585:715:0,up:1556718997450:586-716:0,1625:Down:1556718997779:695:497:0,up:1556718998244:851-234:0,up:1556718999194:102-114:0,-9:Down:1556719003067:654:817:0,up:1556719003266:654-817:0",22
368,sat,"1556719003276:7277,1556719029781:3658,1556719037256:8187",3,600ms,"-9:Down:1556719005668:101:156:0,up:1556719005851:101-156:0,up:1556719011186:159-187:0,up:1556719014675:98-89:0,up:1556719015122:98-89:0,up:1556719015330:98-89:0,up:1556719016298:98-89:0,-9:Down:1556719018468:852:443:0,up:1556719018946:725-291:0,-9:Down:1556719021123:675:267:0,up:1556719021579:845-545:0,-9:Down:1556719022114:964:519:0,up:1556719023347:703-500:0,-9:Down:1556719023770:778:506:0,up:1556719024603:555-608:0,-9:Down:1556719025018:682:416:0,up:1556719025363:713-682:0,-9:Down:1556719026002:819:420:0,up:1556719026475:481-648:0,-9:Down:1556719028059:494:488:0,up:1556719029939:602-575:0,-9:Down:1556719031564:766:462:0,up:1556719032290:741-527:0,3658:Down:1556719034562:741:480:0,up:1556719034947:716-512:0,up:1556719035826:99-118:0,up:1556719037003:99-118:0,-9:Down:1556719040818:537:780:0,up:1556719040937:537-780:0,-9:Down:1556719044690:611:785:0,up:1556719044802:611-785:0,8187:Down:1556719045890:585:708:0,up:1556719046002:585-712:0,8187:Down:1556719046938:584:719:0,up:1556719047042:584-719:0,8187:Down:1556719047570:660:815:0,up:1556719047714:660-815:0",22
369,sat,"1556719074818:13368,1556719094616",1,1100ms,"-9:Down:1556719049452:102:168:0,up:1556719049586:102-168:0,up:1556719050681:107-164:0,up:1556719053906:203-186:0,up:1556719057178:107-88:0,up:1556719057354:107-88:0,up:1556719057562:107-88:0,up:1556719058035:107-88:0,-9:Down:1556719061531:737:396:0,up:1556719061811:420-600:0,-9:Down:1556719062547:413:581:0,up:1556719062963:665-394:0,-9:Down:1556719064325:754:275:0,up:1556719064715:452-533:0,-9:Down:1556719065996:763:327:0,up:1556719066667:556-563:0,-9:Down:1556719067955:780:369:0,up:1556719068412:655-668:0,-9:Down:1556719069086:706:370:0,up:1556719069387:725-526:0,-9:Down:1556719074365:616:574:0,up:1556719075100:802-459:0,-9:Down:1556719075515:708:566:0,up:1556719076019:706-479:0,-9:Down:1556719076843:959:394:0,up:1556719077371:858-543:0,-9:Down:1556719084755:623:584:0,up:1556719085635:628-576:0,-9:Down:1556719086188:618:602:0,up:1556719086987:513-643:0,up:1556719089146:100-119:0,up:1556719090395:100-119:0,up:1556719092842:105-90:0,-9:Down:1556719093931:601:528:0,up:1556719094803:758-339:0,-9:Down:1556719099067:651:719:0,up:1556719099218:651-719:0,-9:Down:1556719103011:461:782:0,up:1556719103100:457-782:0,-9:Down:1556719103331:468:782:0,up:1556719103394:468-782:0,-9:Down:1556719103827:627:827:0,up:1556719103938:628-827:0",22
370,sat,1556719143995,3,850ms,"-9:Down:1556719106260:101:164:0,up:1556719106386:101-164:0,up:1556719107394:101-164:0,up:1556719111882:98-191:0,up:1556719119170:105-87:0,up:1556719120946:105-87:0,up:1556719122322:105-87:0,up:1556719123130:105-87:0,up:1556719123339:105-87:0,up:1556719123514:105-87:0,-9:Down:1556719126259:776:433:0,up:1556719128083:431-473:0,-9:Down:1556719129108:652:434:0,up:1556719129859:563-575:0,-9:Down:1556719130330:843:445:0,up:1556719130659:591-702:0,-9:Down:1556719131012:748:336:0,up:1556719131355:833-736:0,-9:Down:1556719131956:605:531:0,up:1556719132820:1042-84:0,-9:Down:1556719133221:881:399:0,up:1556719134251:586-705:0,-9:Down:1556719134523:877:325:0,up:1556719134979:810-466:0,-9:Down:1556719135627:749:573:0,up:1556719136859:804-554:0,up:1556719141930:103-123:0,-9:Down:1556719143298:611:465:0,up:1556719144891:563-311:0,-9:Down:1556719145876:471:472:0,up:1556719146979:495-392:0,-9:Down:1556719148931:714:391:0,up:1556719150147:684-459:0,-9:Down:1556719151843:604:782:0,up:1556719151931:604-782:0,-9:Down:1556719152634:586:722:0,up:1556719152746:586-721:0,-9:Down:1556719153500:643:828:0,up:1556719153826:643-828:0",22
371,map,"1556731789645:17215,1556731832154:14961,1556731850978:11743",4,1800ms,"-9:Down:1556731803286:93:162:0,up:1556731803407:93-162:0,up:1556731804448:175-170:0,up:1556731807687:173-180:0,up:1556731821807:98-81:0,up:1556731822695:98-81:0,up:1556731823311:98-81:0,up:1556731827118:98-81:0,-9:Down:1556731829385:802:230:0,up:1556731830088:630-509:0,-9:Down:1556731830472:762:325:0,up:1556731830720:631-531:0,-9:Down:1556731831167:715:259:0,up:1556731831472:595-455:0,-9:Down:1556731831913:788:294:0,up:1556731832759:622-582:0,up:1556731850039:100-118:0,up:1556731850735:100-118:0,-9:Down:1556731859976:587:722:0,up:1556731860047:587-722:0,11743:Down:1556731874217:670:779:0,up:1556731874303:670-779:0,11743:Down:1556731888873:627:838:0,up:1556731888959:627-838:0",23
372,map,"1556731889227:2196,1556731897446:1010,1556731901515:925,1556731904454:339,1556731904855:252,1556731905550:484,1556731908586:3,1556731908835:455",4,110ms,"2196:Down:1556731892041:93:162:0,up:1556731892103:93-162:0,up:1556731893839:125-158:0,up:1556731897215:133-185:0,up:1556731901079:107-91:0,up:1556731901303:107-91:0,up:1556731901496:107-91:0,up:1556731901704:107-91:0,up:1556731902367:107-91:0,up:1556731902759:107-91:0,up:1556731902943:107-91:0,925:Down:1556731903361:707:271:0,up:1556731903632:648-447:0,925:Down:1556731903784:870:286:0,up:1556731904081:661-458:0,-9:Down:1556731904256:728:313:0,up:1556731904528:732-520:0,-9:Down:1556731904720:756:341:0,up:1556731905040:619-536:0,252:Down:1556731905312:795:296:0,up:1556731905665:642-529:0,484:Down:1556731907448:98:133:0,up:1556731907511:98-133:0,up:1556731908223:102-120:0,up:1556731908568:102-120:0,455:Down:1556731911354:589:719:0,up:1556731911431:589-719:0,455:Down:1556731912640:666:783:0,up:1556731912720:666-783:0,455:Down:1556731913816:673:826:0,up:1556731913911:673-826:0",23
373,map,1556731927324:8746,5,850ms,"-9:Down:1556731915728:107:166:0,up:1556731915807:107-166:0,up:1556731916887:148-169:0,up:1556731919335:148-183:0,up:1556731922399:91-74:0,up:1556731922592:91-74:0,up:1556731922784:91-74:0,up:1556731922961:91-74:0,up:1556731923151:91-74:0,up:1556731923344:91-74:0,up:1556731923551:91-74:0,up:1556731923751:91-74:0,-9:Down:1556731926241:849:76:0,up:1556731928136:281-863:0,-9:Down:1556731930703:587:723:0,up:1556731930807:587-723:0,-9:Down:1556731931871:742:781:0,up:1556731931943:742-781:0,8746:Down:1556731937784:670:822:0,up:1556731937863:670-822:0",23
374,map,"1556731943408:5469,1556731955370:3644",4,600ms,"-9:Down:1556731939577:104:174:0,up:1556731939663:104-174:0,up:1556731940327:125-163:0,up:1556731943151:156-194:0,up:1556731949255:110-91:0,up:1556731949432:110-91:0,up:1556731949607:110-91:0,up:1556731949784:110-91:0,up:1556731949967:110-91:0,up:1556731950143:110-91:0,up:1556731950335:110-91:0,-9:Down:1556731951264:731:320:0,up:1556731952808:648-580:0,-9:Down:1556731953352:742:278:0,up:1556731953848:531-679:0,-9:Down:1556731955097:920:298:0,up:1556731955720:736-592:0,3644:Down:1556731962184:583:719:0,up:1556731962311:583-719:0,3644:Down:1556731964400:674:780:0,up:1556731964487:674-780:0,3644:Down:1556731964864:664:815:0,up:1556731964943:664-815:0",23
375,map,"1556731964955:4067,1556731978075:3263,1556731984800:820,1556731993847:1264,1556732000354:814",4,400ms,"-9:Down:1556731967307:95:159:0,up:1556731967375:95-159:0,up:1556731967840:156-172:0,4067:Down:1556731970025:193:204:0,up:1556731970087:193-204:0,4067:Down:1556731971640:97:158:0,up:1556731971719:97-158:0,up:1556731972336:110-169:0,up:1556731975063:126-182:0,up:1556731977695:107-87:0,up:1556731977896:107-87:0,up:1556731978071:107-87:0,up:1556731978240:107-87:0,up:1556731978407:107-87:0,up:1556731978599:106-86:0,up:1556731978815:106-86:0,up:1556731979087:106-86:0,3263:Down:1556731983409:794:280:0,up:1556731990416:675-586:0,820:Down:1556731992177:989:218:0,-9:Down:1556731993872:845:477:2,up:1556731994335:822-517:2,-9:Down:1556731995065:736:328:0,up:1556731995152:736-328:0,1264:Down:1556731999889:864:395:0,up:1556732001792:697-650:0,814:Down:1556732004143:581:716:0,up:1556732004255:581-716:0,814:Down:1556732005103:670:779:0,up:1556732005191:670-779:0,814:Down:1556732005696:673:826:0,up:1556732005759:673-826:0",23
376,map,"1556732005771:9922,1556732030847",4,1100ms,"-9:Down:1556732007361:105:170:0,up:1556732007447:105-170:0,up:1556732007983:182-166:0,-9:Down:1556732012066:242:166:0,up:1556732012143:242-166:0,up:1556732013647:116-159:0,up:1556732014191:159-169:0,up:1556732014983:158-163:0,up:1556732015175:158-163:0,up:1556732015375:158-163:0,up:1556732015663:158-163:0,up:1556732016103:158-163:0,up:1556732016927:99-157:0,up:1556732017615:146-157:0,up:1556732020247:165-193:0,up:1556732023639:92-92:0,up:1556732023983:92-92:0,up:1556732024151:92-92:0,up:1556732024335:92-92:0,up:1556732024543:92-92:0,-9:Down:1556732025426:870:265:0,up:1556732027817:225-952:0,-9:Down:1556732028400:802:269:0,up:1556732028784:766-473:0,up:1556732030239:97-118:0,up:1556732030407:97-118:0,up:1556732030591:97-118:0,up:1556732030775:97-118:0,-9:Down:1556732032023:589:716:0,up:1556732032087:589-716:0,-9:Down:1556732033216:670:775:0,up:1556732033319:670-775:0,-9:Down:1556732034015:666:777:0,up:1556732034087:666-777:0,-9:Down:1556732034560:657:829:0,up:1556732034639:657-829:0",23
377,map,1556732049323,4,2000ms,"-9:Down:1556732036632:104:187:0,up:1556732036679:104-187:0,-9:Down:1556732037306:104:180:0,up:1556732037351:104-180:0,-9:Down:1556732039178:103:151:0,up:1556732039247:103-151:0,up:1556732041551:158-187:0,up:1556732043167:111-93:0,up:1556732043375:111-93:0,up:1556732043559:111-93:0,up:1556732043735:111-93:0,up:1556732043927:111-93:0,up:1556732044119:111-93:0,-9:Down:1556732048304:861:102:0,up:1556732049784:414-852:0,-9:Down:1556732050607:840:462:0,up:1556732050960:832-489:0,-9:Down:1556732052647:587:723:0,up:1556732052719:587-723:0,-9:Down:1556732053440:667:785:0,up:1556732053511:667-785:0,-9:Down:1556732053880:671:830:0,up:1556732053959:671-830:0",23
378,map,"1556732053970:170,1556732064524:154,1556732065649:91,1556732066066:113,1556732068950:39,1556732069708:10,1556732073362:21,1556732073564:10,1556732077113:12",4,1ms,"170:Down:1556732056513:114:175:0,up:1556732056590:114-175:0,up:1556732057255:137-157:0,170:Down:1556732058632:242:157:0,up:1556732058726:242-157:0,up:1556732060022:152-165:0,up:1556732064278:154-186:0,up:1556732065646:93-91:0,up:1556732065855:93-91:0,up:1556732066062:93-91:0,up:1556732066278:93-91:0,up:1556732066510:93-91:0,up:1556732066766:93-91:0,up:1556732067118:93-91:0,113:Down:1556732068192:817:206:0,up:1556732069039:676-422:0,39:Down:1556732069495:1075:301:0,up:1556732070271:863-464:0,10:Down:1556732073022:799:289:0,up:1556732074047:602-594:0,10:Down:1556732076766:729:351:0,up:1556732077927:632-512:0,12:Down:1556732079439:590:719:0,up:1556732079542:590-719:0,12:Down:1556732080398:665:775:0,up:1556732080478:665-775:0,12:Down:1556732081030:669:783:0,up:1556732081110:669-783:0,12:Down:1556732081686:650:830:0,up:1556732081758:650-830:0",23
379,map,"1556732094928:12225,1556732111637",5,1500ms,"-9:Down:1556732083703:95:179:0,up:1556732083742:95-179:0,-9:Down:1556732084336:101:168:0,up:1556732084406:101-168:0,up:1556732086814:125-187:0,-9:Down:1556732088567:76:86:0,up:1556732088630:76-86:0,up:1556732089087:97-87:0,up:1556732089287:97-87:0,up:1556732089478:97-87:0,up:1556732089672:97-87:0,up:1556732089886:97-87:0,up:1556732090486:97-87:0,up:1556732090822:97-87:0,-9:Down:1556732091807:839:220:0,up:1556732092327:545-600:0,-9:Down:1556732092631:709:320:0,up:1556732093208:528-586:0,-9:Down:1556732094615:659:357:0,up:1556732096775:492-552:0,up:1556732110935:110-127:0,up:1556732111390:110-127:0,-9:Down:1556732113894:588:723:0,up:1556732113982:588-723:0,-9:Down:1556732115262:741:780:0,up:1556732115326:741-780:0,-9:Down:1556732116151:630:839:0,up:1556732116255:630-839:0",23
